class,gender,age,apex_duration_positive,apex_duration_negative,apex_duration_full,apex_duration_ratio_positive,apex_duration_ratio_negative,apex_maximum_amplitude,apex_mean_amplitude_full,apex_mean_amplitude_positive,apex_mean_amplitude_negative,apex_std_amplitude,apex_total_amplitude_positive,apex_total_amplitude_negative,apex_net_amplitude,apex_amplitude_ratio_positive,apex_amplitude_ratio_negative,apex_maximum_speed_positive,apex_maximum_speed_negative,apex_mean_speed_positive,apex_mean_speed_negative,apex_maximum_acceleration_positive,apex_maximum_acceleration_negative,apex_mean_acceleration_positive,apex_mean_acceleration_negative,apex_net_amplitude_duration_ratio,apex_left_right_amplitude_difference
1,1,11,0.52,0.28,0.8,0.65,0.35,0.003024033945181581,0.0001620368212002448,0.0008323881947205945,0.000712531566879845,0.0008409277413111943,0.010821046531367728,0.004987720968158915,0.005833325563208813,0.6844965321737915,0.31550346782620853,0.15120169725907906,0.0961123998226121,0.041619409736029726,0.03562657834399225,0.1444766096629302,0.08606610467903342,0.004831157838570569,-0.020759816374793516,0.014583313908022033,0.7880993602277002
1,1,32,0.44,0.8,1.24,0.3548387096774194,0.6451612903225806,0.0016688875937034275,-2.418425012815133e-05,0.0005907418781972378,0.0003938331458737121,0.00046314796621450686,0.006498160660169616,0.007876662917474242,-0.0013785022573046257,0.4520515069329786,0.5479484930670214,0.08344437968517138,0.05849171015154253,0.02953709390986189,0.019691657293685605,0.08176072173818882,0.05009057835483888,0.004661691534093817,-0.008391044761368871,-0.002223390737588106,0.10120561336764873
1,0,47,0.84,0.6,1.44,0.5833333333333334,0.4166666666666667,0.0029500830320586813,8.20309765995606e-05,0.000795503303643107,0.0007691745233821952,0.0008379340172615726,0.016705569376505247,0.011537617850732929,0.0051679515257723185,0.591490232391128,0.408509767608872,0.14750415160293406,0.10027443285887117,0.03977516518215535,0.03845872616910976,0.12651856982122678,0.05348985490843394,0.007175760836496096,-0.023026839894073243,0.007177710452461554,0.17835097216512827
1,1,42,0.48,0.52,1.0,0.48,0.52,0.0021543058935747927,-0.00016260680023846952,0.001026226638999983,0.0015726968984556362,0.001163773467828685,0.012314719667999796,0.020445059679923272,-0.008130340011923476,0.3759097256795332,0.6240902743204668,0.10771529467873964,0.18185228535171905,0.05131133194999915,0.07863484492278182,0.10771529467873964,0.1602000070624776,0.012542593233798922,-0.034733335108981626,-0.016260680023846952,0.761982283442207
0,0,46,0.72,1.12,1.84,0.391304347826087,0.6086956521739131,0.0015580633683532907,-0.0005163866672035804,0.0005203450492884522,0.001477935151921933,0.0014626937597603076,0.009366210887192139,0.041382184253814125,-0.032015973366621986,0.184561715915701,0.815438284084299,0.07790316841766454,0.36556367308277493,0.02601725246442261,0.07389675759609664,0.0747527742390286,0.3452223861788506,0.0048408460672274625,-0.011309035945601727,-0.03479997105067607,0.19227959449996737
0,1,32,1.0,0.8,1.8,0.5555555555555556,0.4444444444444444,0.0032164426382679245,7.519786029825399e-05,0.0010406772409494991,0.0009662160728596437,0.0010463985575677366,0.026016931023737477,0.019324321457192872,0.006692609566544605,0.5738026543196991,0.4261973456803009,0.16082213191339623,0.2133621611792813,0.052033862047474955,0.04831080364298218,0.14686503395727746,0.1138870138493675,0.004248569819147093,-0.02511324544406418,0.007436232851716228,0.289503921609651
1,0,27,0.16,0.04,0.2,0.8,0.2,0.0006447885234255324,0.0001292895874303405,0.0004906434418844308,0.000411098718373637,0.0002984823294990571,0.001962573767537723,0.000411098718373637,0.001551475049164086,0.8268089971073673,0.1731910028926327,0.03223942617127662,0.02055493591868185,0.024532172094221538,0.02055493591868185,0.03223942617127662,-0.02055493591868185,0.002055493591868185,-0.02055493591868185,0.01551475049164086,0.2438902649038738
1,1,39,1.04,0.2,1.24,0.8387096774193549,0.16129032258064516,0.0037046575438806073,0.00046464655948764565,0.0012341048067148752,0.001120374216758191,0.0010349541227062063,0.032086724974586756,0.005601871083790955,0.0264848538907958,0.8513642939865963,0.1486357060134037,0.18523287719403037,0.060842428810414795,0.06170524033574376,0.05601871083790955,0.18523287719403037,-0.04209597930541764,0.006651818119169035,-0.06784854481552416,0.042717506275477095,0.0019618842366598654
0,0,72,1.12,1.0,2.12,0.5283018867924528,0.4716981132075472,0.003507759678862299,0.00010326866950879137,0.001049588466085228,0.0008533408331480263,0.001091687308580693,0.029388477050386386,0.02133352082870066,0.008054956221685727,0.579402986460504,0.42059701353949597,0.17538798394311494,0.15009101785165568,0.052479423304261405,0.04266704165740132,0.18126067268791068,0.1371796475579612,0.0074981873187183485,-0.015596229622934166,0.007599015303477101,0.08981606730269971
0,1,12,0.28,0.32,0.6,0.4666666666666667,0.5333333333333333,0.0020493904263828577,-5.23975082433484e-05,0.0011218084936554756,0.0011256755796177492,0.0011500496591241897,0.007852659455588329,0.009005404636941994,-0.0011527451813536649,0.4658102740911859,0.5341897259088141,0.10246952131914289,0.13760276575344732,0.056090424682773775,0.05628377898088746,0.10246952131914289,0.0953694685293438,0.003293596896755039,-0.022286737356033703,-0.0038424839378455498,0.22596671422210762
0,1,41,0.72,0.8,1.52,0.47368421052631576,0.5263157894736842,0.0047319500645016666,-4.956899642175691e-06,0.0011530406402863796,0.0010538465000948128,0.0010805143830510536,0.020754731525154835,0.021076930001896255,-0.0003221984767414199,0.4961488682856517,0.5038511317143483,0.23659750322508333,0.1331494189186433,0.05765203201431898,0.05269232500474064,0.15552528211911776,0.10077102521653947,0.016459318113944132,-0.03736195867284825,-0.0004239453641334472,0.29401158030835717
0,1,55,2.52,2.48,5.0,0.504,0.496,0.007358606358099928,0.00017189178594874757,0.0012259328423451065,0.0007605275246243691,0.0013645756083331029,0.07723376906774171,0.047152706526710886,0.030081062541030823,0.6209177380308876,0.37908226196911243,0.3679303179049964,0.20556335617339938,0.06129664211725532,0.038026376231218455,0.3243137501547477,0.18235319168302122,0.006832666910166792,-0.012342882160301303,0.01203242501641233,0.09318129833084901
1,0,35,0.4,0.56,0.96,0.4166666666666667,0.5833333333333334,0.009478081881726497,9.107749497149394e-05,0.0017495529646331053,0.0010154814162398051,0.0019178675422080588,0.017495529646331054,0.014216739827357272,0.003278789818973782,0.5516959188571192,0.4483040811428808,0.47390409408632483,0.16055552981997234,0.08747764823165527,0.05077407081199026,0.18906687937837452,0.07734136953199688,-0.004553823990046298,-0.027497185278086263,0.0068308121228620455,0.2421557004306969
0,0,44,1.6,0.0,1.6,1.0,0.0,0.014184234362004111,0.002027904034171961,0.002382787240152054,0.0,0.002965696146133388,0.09531148960608216,0.0,0.09531148960608216,1.0,0.0,0.7092117181002056,0.0,0.11913936200760271,0.0,0.36625757445322704,0.0,0.0,0.0,0.1191393620076027,0.07728990542259986
0,0,9,0.12,0.2,0.32,0.375,0.625,0.0005180073394783768,-1.4115759129579589e-05,0.00035507150464904785,0.0002666827874818312,0.00025174024653257395,0.0010652145139471436,0.0013334139374091558,-0.0002681994234620122,0.4440931705553731,0.5559068294446269,0.025900366973918842,0.025900366973918842,0.017753575232452395,0.013334139374091558,0.051800733947837685,-0.00023337176310311847,0.005128515143881369,-0.013334139374091558,-0.0016762463966375762,0.8455149501674573
0,1,21,0.44,1.0,1.44,0.3055555555555556,0.6944444444444444,0.0012140574963601658,-0.00013622342622606585,0.00042521506893024937,0.000584867034909422,0.0004902671709853156,0.004677365758232743,0.014621675872735551,-0.009944310114502808,0.24236259228163887,0.7576374077183612,0.06070287481800829,0.08761890453743426,0.02126075344651247,0.029243351745471102,0.08761890453743426,0.005819775772097913,0.012895479540908061,-0.024366888687434723,-0.013811541825698345,0.3373683211695169
0,1,24,1.48,0.16,1.64,0.9024390243902439,0.0975609756097561,0.008219180318715491,0.001274584877388119,0.002507133515043521,0.0050281505113718705,0.003102201978587009,0.09276394005661026,0.020112602045487482,0.07265133801112278,0.8218176986029969,0.17818230139700303,0.41095901593577455,0.6741773604142576,0.12535667575217602,0.2514075255685935,0.6741773604142576,0.24961772977079022,0.013425224503721946,-0.17452791854838529,0.08859919269649119,0.5577312259931306
0,0,49,0.56,0.36,0.92,0.6086956521739131,0.391304347826087,0.0032728450037252665,6.734046036870875e-05,0.0011367324505390638,0.0014764418170185836,0.0012559038804356268,0.015914254307546893,0.013287976353167252,0.002626277954379641,0.5449670777704112,0.45503292222958874,0.16364225018626333,0.16545752806900738,0.05683662252695319,0.07382209085092918,0.16364225018626333,0.10937346654427693,0.01360210937447089,-0.03944987188249402,0.005709299900825307,0.002047579126632424
0,0,15,1.12,1.84,2.96,0.3783783783783784,0.6216216216216216,0.0030383577741419643,-7.159713128865426e-05,0.0008304195298062493,0.0006673445323607614,0.0008173057090016299,0.023251746834574982,0.030697848488595025,-0.007446101654020043,0.4309901991904087,0.5690098008095913,0.15191788870709821,0.14438656802708838,0.041520976490312465,0.03336722661803807,0.08826420860165718,0.08345949143596654,0.006515747307433886,-0.00948009782352126,-0.005031149766229759,0.10987235044500844
1,0,28,0.24,0.8,1.04,0.23076923076923078,0.7692307692307693,0.0021508583292042527,-0.0002978032524569349,0.0008320466441551674,0.0010387926122574277,0.00082261980855841,0.004992279864931004,0.02077585224514855,-0.015783572380217548,0.19373852336693842,0.8062614766330616,0.10754291646021263,0.12424621044727635,0.041602332207758365,0.05193963061287138,0.10754291646021263,0.05914985469115397,0.018298986441071634,-0.025566766592667878,-0.03035302380811067,0.16048463340904326
1,1,38,0.16,3.0,3.16,0.05063291139240506,0.9493670886075949,0.002048830052783557,-0.0008792140355611386,0.0008620629705398952,0.0012417077801252763,0.0015760819432261704,0.003448251882159581,0.09312808350939572,-0.08967983162723614,0.03570493608169252,0.9642950639183074,0.10244150263917784,0.5472953749402043,0.04310314852699476,0.06208538900626382,0.21621306335549706,0.2937208995889229,0.019258574514374738,-0.006815484708019737,-0.05675938710584566,0.16689974110826333
1,1,9,0.12,0.0,0.12,1.0,0.0,0.0010017375384890892,0.00010789392603393067,0.0003596464201131022,0.0,0.0003144759154005549,0.0010789392603393066,0.0,0.0010789392603393066,1.0,0.0,0.05008687692445446,0.0,0.01798232100565511,0.0,0.05008687692445446,0.0,0.0,0.0,0.01798232100565511,0.3468504475349003
1,0,27,0.16,1.56,1.72,0.09302325581395349,0.9069767441860465,0.001254335797008288,-0.0010980002963152057,0.0008676593627816587,0.0018345296364787023,0.00230679152461624,0.0034706374511266347,0.07154665582266939,-0.06807601837154276,0.046264498486496955,0.9537355015135031,0.0627167898504144,0.765365119594047,0.043382968139082934,0.0917264818239351,0.085184196969601,0.6067647277465726,0.023410801074941704,-0.017955601463575083,-0.07915816089714274,0.2038504333992125
0,0,9,1.24,1.84,3.08,0.4025974025974026,0.5974025974025974,0.004028829248539201,-9.978544155542449e-05,0.0009601674203920448,0.0009681181604860046,0.0010011365031477651,0.029765190032153388,0.04453343538235621,-0.014768245350202824,0.40061562197274,0.5993843780272601,0.20144146242696004,0.2914744185217699,0.04800837101960224,0.04840590802430022,0.20144146242696004,0.27620272934795187,0.011754755254493503,-0.026313585034771263,-0.009589769707923912,0.04649416477735934
0,1,40,2.84,1.76,4.6,0.6173913043478261,0.3826086956521739,0.014242244373051216,0.0004642814889331598,0.0017918215449867797,0.0008337372580021637,0.0017507768733113181,0.12721932969406136,0.0366844393520952,0.09053489034196616,0.7761830642115095,0.22381693578849052,0.7121122186525608,0.19918161375234722,0.08959107724933897,0.04168686290010818,0.7121122186525608,0.13489465663126254,0.008338715221017257,-0.02878957021228625,0.03936299580085485,0.2912612085203757
0,0,13,0.76,2.36,3.12,0.24358974358974358,0.7564102564102564,0.006225452856659985,-0.0002934455862237465,0.001045283925230143,0.0009284816837287891,0.001069044487729325,0.01986039457937272,0.054780419339998554,-0.034920024760625834,0.266079555359972,0.7339204446400279,0.31127264283299927,0.18767205450336277,0.052264196261507155,0.04642408418643945,0.2720356690441128,0.14795208926082215,0.015148701791248512,-0.01577450020301586,-0.022384631256811432,0.07047869163665829
1,0,40,1.08,1.16,2.24,0.48214285714285715,0.5178571428571429,0.0034413803104405005,-9.104980573242458e-05,0.0010260568739505081,0.0013257728507962007,0.0011226973640749364,0.02770353559666372,0.03844741267308982,-0.0107438770764261,0.41879272060761547,0.5812072793923845,0.17206901552202503,0.317807152616828,0.051302843697525406,0.06628864253981004,0.317807152616828,0.16693567396983133,0.014179013859919863,-0.044123372973580884,-0.009592747389666161,0.07863418001289217
1,0,59,1.84,0.68,2.52,0.7301587301587301,0.2698412698412698,0.008297324550267215,9.600913204322039e-05,0.0014581266255585294,0.0032452172001372365,0.0022927060461231867,0.06707382477569235,0.05516869240233302,0.011905132373359328,0.5486947285125908,0.4513052714874092,0.4148662275133608,0.7846527326742958,0.07290633127792646,0.1622608600068618,0.2928540335391805,0.3375481948657999,0.005302339871946001,-0.03306164861331036,0.009448517756634387,0.08660802453792574
0,0,9,0.96,2.08,3.04,0.3157894736842105,0.6842105263157895,0.00219956637019203,-0.00039889213954356976,0.0008083638415063247,0.001278269320428712,0.0012400794162234867,0.019400732196151793,0.06647000466229303,-0.04706927246614123,0.22592949479557028,0.7740705052044298,0.10997831850960149,0.27433110653648507,0.04041819207531624,0.0639134660214356,0.12014783670352691,0.17660318928625074,0.011018321421408694,-0.014400787711352388,-0.030966626622461337,0.01776854940175613
0,0,29,1.64,1.2,2.84,0.5774647887323944,0.4225352112676056,0.00859749245682373,0.00017842749978644665,0.001350301301036048,0.0011673872788941016,0.0015655009389408266,0.055362353342477966,0.03502161836682305,0.020340734975654917,0.6125240161003112,0.3874759838996888,0.4298746228411865,0.28703168431313264,0.0675150650518024,0.05836936394470508,0.4298746228411865,0.1441887457850788,0.008891281987528336,-0.024599213498828394,0.01432446125046121,0.01912647913633076
0,0,38,5.0,2.72,7.72,0.6476683937823834,0.35233160621761656,0.005669723305330887,0.00015743589980429844,0.0007325019192689251,0.0005547009143462583,0.0007387286708473435,0.09156273990861563,0.037719662175545565,0.053843077733070066,0.7082382322151584,0.29176176778484164,0.28348616526654435,0.14145238447904607,0.03662509596344626,0.027735045717312917,0.25182711242277,0.12872822197843026,0.004693099180185226,-0.01894527691749501,0.013948983868671001,0.07274823373047488
1,0,13,0.44,0.28,0.72,0.6111111111111112,0.3888888888888889,0.0013922140257636162,6.972329918331394e-05,0.0006148696509531023,0.0006176072412954481,0.0005553799342211257,0.006763566160484125,0.004323250689068137,0.002440315471415988,0.6100548292864845,0.3899451707135155,0.06961070128818081,0.06895861093931255,0.03074348254765511,0.030880362064772404,0.06961070128818081,0.02925664680089035,0.003251362761989583,-0.012540970653388392,0.006778654087266633,0.2203462740383502
0,1,24,0.96,0.8,1.76,0.5454545454545454,0.45454545454545453,0.002867837127001671,6.193552475553748e-05,0.0007698237474402098,0.0007008206078083168,0.000798991211223088,0.018475769938565034,0.014016412156166336,0.0044593577823986985,0.5686220114333562,0.4313779885666438,0.14339185635008356,0.1268958795427877,0.03849118737201049,0.03504103039041584,0.11454795748749858,0.11429334219822951,0.007599693119217649,-0.02170353438447903,0.005067452025453067,0.14028316261666357
0,1,26,2.64,4.4,7.04,0.375,0.625,0.001604142858886104,-0.00011595448633928037,0.00044953811409824786,0.0006070450105368552,0.000623627077158635,0.02966951553048436,0.06677495115905407,-0.037105435628569716,0.30763315459032636,0.6923668454096736,0.0802071429443052,0.34906975380923355,0.022476905704912394,0.030352250526842765,0.11234987720119549,0.302379146821502,0.009210568286854317,-0.017695489826775955,-0.010541316939934578,0.1624943818864202
1,1,16,0.44,0.72,1.16,0.3793103448275862,0.6206896551724138,0.0005176270021416407,-6.59695955961997e-05,0.00022961752814844937,0.000341895587079107,0.0003117072377077902,0.002525792809632943,0.006154120567423926,-0.0036283277577909834,0.29099285901967986,0.7090071409803201,0.025881350107082035,0.0908071029095292,0.011480876407422468,0.017094779353955352,0.025920162825099347,0.01820976035735722,0.003475667870731102,-0.011996174791991603,-0.00625573751343273,0.4893508740415984
1,0,42,0.36,0.2,0.56,0.6428571428571429,0.35714285714285715,0.0014192550449905195,9.200104395086228e-05,0.0005872414231470459,0.0005970293419103711,0.0005587447135068427,0.005285172808323413,0.002985146709551856,0.002300026098771557,0.6390530374189496,0.36094696258105047,0.07096275224952597,0.05757570551810365,0.029362071157352294,0.029851467095518558,0.0606970573172938,0.04319761418813961,0.002750678703079604,-0.014622832675649233,0.008214378924184132,0.03937144826905735
0,1,55,0.44,0.68,1.12,0.39285714285714285,0.6071428571428571,0.0018418985154956546,-0.00013107167524758985,0.000704943431055538,0.0008185144987204495,0.0008769593969283111,0.007754377741610918,0.013914746478247642,-0.006160368736636723,0.35785376755118037,0.6421462324488196,0.09209492577478273,0.20934158697765715,0.0352471715527769,0.04092572493602248,0.0805939887299878,0.1668261580959174,0.008220927903494817,-0.01950474647787911,-0.011000658458279864,0.7214910096700697
0,0,33,2.08,1.2,3.28,0.6341463414634146,0.36585365853658536,0.0026230236276899577,2.3682848432850873e-05,0.0004895716310292914,0.0007404391526074194,0.0007478723963074915,0.025457724813523153,0.022213174578222583,0.0032445502353005695,0.5340307218523169,0.465969278147683,0.13115118138449788,0.18493600145072508,0.02447858155146457,0.03702195763037097,0.11613958636226274,0.17642885719364454,0.0027314036031088995,-0.012820658922476266,0.0019783842898174206,0.5338724598347132
1,0,38,0.6,0.16,0.76,0.7894736842105263,0.21052631578947367,0.00862382046096255,0.0011848428475524954,0.0033771011217554286,0.003185386426162895,0.0029572154167872957,0.05065651682633143,0.01274154570465158,0.03791497112167985,0.79902310581771,0.20097689418229003,0.4311910230481275,0.28930886725587746,0.16885505608777146,0.15926932130814475,0.4311910230481275,-0.007426019480327728,0.023595455008614038,-0.17551571904105834,0.09977623979389434,0.5866408906313985
0,0,49,1.24,0.24,1.48,0.8378378378378378,0.16216216216216217,0.004999671678419526,0.0006837064404902815,0.001432615507477516,0.0013624398976363472,0.0014566253347775315,0.044411080731803,0.008174639385818083,0.036236441345984916,0.8445464021880187,0.15545359781198134,0.2499835839209763,0.2153346460306793,0.07163077537387581,0.06812199488181736,0.23081584438032765,0.19516891312357232,0.004176716115732352,-0.054657772047930764,0.0489681639810607,0.5332247141164441
1,0,54,2.44,1.28,3.72,0.6559139784946236,0.34408602150537637,0.005799885311081554,0.0002385001373891967,0.0008598133436854815,0.0007520968004843739,0.001039004482620012,0.05244861396481437,0.024067097615499966,0.028381516349314406,0.6854620166442802,0.31453798335571975,0.2899942655540777,0.14388096599421973,0.04299066718427408,0.0376048400242187,0.14315752863722775,0.11832564517606503,0.0023880866508463197,-0.00739435378546531,0.015258879757695918,0.17473030397062145
1,1,31,0.2,0.84,1.04,0.19230769230769232,0.8076923076923077,0.0062085649220451344,-0.0006638278241268566,0.0026981760208273807,0.0018120242665157428,0.0022168102550129726,0.013490880104136904,0.0380525095968306,-0.024561629492693693,0.2617383176078478,0.7382616823921522,0.3104282461022567,0.3875782887395596,0.13490880104136904,0.09060121332578713,0.3104282461022567,0.37847837264042283,0.015479438667871012,-0.01593757049820132,-0.047233902870564795,0.39191336467940974
1,0,38,0.16,1.12,1.28,0.125,0.875,0.0008115963696028183,-0.0009725718993655929,0.0003542412783148208,0.0017873414314835332,0.00246112954218577,0.001416965113259283,0.05004556008153893,-0.04862859496827965,0.027533921195971717,0.9724660788040282,0.04057981848014092,0.7274488271229285,0.01771206391574104,0.08936707157417666,0.11075143984642932,0.6304286231196943,0.017380395491554228,-0.013689638168811706,-0.07598217963793695,0.34553543606731063
0,0,11,0.88,0.12,1.0,0.88,0.12,0.006914482382744391,0.0009588201032255932,0.002115725164074292,0.0024114431257950355,0.0019930802378398337,0.04654595360963443,0.007234329377385107,0.03931162423224932,0.8654836126628194,0.13451638733718066,0.34572411913721957,0.20269105702265255,0.10578625820371461,0.12057215628975178,0.2784414617025499,-0.00196057713210962,0.008542979636786378,-0.17292710119458285,0.07862324846449864,0.8063355073912689
1,1,19,0.68,0.24,0.92,0.7391304347826086,0.2608695652173913,0.0038162786541567906,0.0005176178899089807,0.0015369354905136565,0.0009038646237288228,0.001242291656271707,0.02612790333873216,0.005423187742372937,0.020704715596359224,0.8281140982277883,0.17188590177221175,0.19081393270783953,0.12725486159838595,0.07684677452568282,0.04519323118644114,0.19081393270783953,-8.529179159055822e-05,0.007706191598973808,-0.043104060268900346,0.045010251296433094,0.21027676983819624
0,0,11,0.2,1.72,1.92,0.10416666666666667,0.8958333333333334,0.002008350164269701,-0.0013228021820251826,0.0009515532917532266,0.0018948905352610865,0.0022665582623630286,0.004757766458766133,0.08148029301622672,-0.07672252655746059,0.05517014747004808,0.9448298525299519,0.10041750821348505,0.5753744081948564,0.04757766458766133,0.09474452676305431,0.07582043733291854,0.5282877041947576,0.004877297728446218,-0.0035296818591434853,-0.07991929849735478,0.23008955445267873
0,1,11,1.56,4.6,6.16,0.2532467532467532,0.7467532467532467,0.010364286043557547,5.7178121494382867e-05,0.0019019358346593913,0.0005405921046773553,0.0014905113354023523,0.07417549755171626,0.06216809203789586,0.012007405513820402,0.5440336269199092,0.45596637308009075,0.5182143021778773,0.18754335975092462,0.09509679173296956,0.027029605233867767,0.4055766060806876,0.139885036953874,0.0037702577323213446,-0.003166674081594796,0.003898508283707923,0.0841851933488266
1,1,10,0.08,0.44,0.52,0.15384615384615385,0.8461538461538461,0.0013126176766351527,-0.0001564163575042188,0.0007857351863606588,0.0005694510088952619,0.000466785311606371,0.0015714703727213175,0.006263961097847881,-0.0046924907251265635,0.2005595197436089,0.7994404802563911,0.06563088383175764,0.06674209890086269,0.03928675931803294,0.028472550444763097,0.06563088383175764,0.05824919082464408,0.0028895343437504747,-0.0047283289261371405,-0.01804804125048678,0.7468726042445757
1,1,10,0.0,0.28,0.28,0.0,1.0,0.0,-0.0003307500367521901,0.0,0.0008032500892553188,0.0007837868206308098,0.0,0.005622750624787232,-0.005622750624787232,0.0,1.0,0.0,0.1520993734010656,0.0,0.04016250446276594,0.008881274330213573,0.144829058135848,0.0012516852878834911,-0.0016093096558502027,-0.04016250446276594,2.324198685263653
1,1,43,0.56,0.6,1.16,0.4827586206896552,0.5172413793103449,0.0017093763546727203,-8.539928816790926e-06,0.0006994588820572943,0.0006852800194239469,0.0006599752551372256,0.00979242434880212,0.010279200291359203,-0.0004867759425570828,0.48787402735742946,0.5121259726425705,0.08546881773363602,0.08546881773363602,0.034972944102864716,0.03426400097119734,0.08546881773363602,0.057269600323361924,0.006616951397313309,-0.019560108333613508,-0.000839268866477729,0.28331224643226727
0,1,42,2.24,0.88,3.12,0.717948717948718,0.28205128205128205,0.010451373108366968,0.001108546216329846,0.00243380749929549,0.000954746066465612,0.0025555485282572374,0.13629321996054744,0.021004413462243465,0.11528880649830398,0.8664670726114044,0.1335329273885956,0.5225686554183484,0.14535016239334286,0.12169037496477451,0.047737303323280605,0.5156559937377458,0.11066152466408519,0.004320975755837764,-0.016219657641779815,0.0739030810886564,0.04713072945519624
0,0,29,2.96,2.6,5.56,0.5323741007194245,0.4676258992805755,0.0036968197762855537,5.641404989176e-05,0.0005470769728026545,0.0004318862309416804,0.0006023951414005131,0.04048369598739643,0.02807260501120923,0.0124110909761872,0.5905175074749119,0.40948249252508806,0.18484098881427768,0.13838137423279329,0.02735384864013272,0.021594311547084022,0.11355919710370199,0.11551063755317892,0.003716160684383332,-0.008804442236846665,0.004464421214455828,0.11055409829015059
1,1,12,0.96,0.44,1.4,0.6857142857142857,0.3142857142857143,0.004698499721803584,0.0003870021132121048,0.0013659665895937774,0.0010804621851633637,0.0012843352211047501,0.03278319815025066,0.011885084036797,0.02089811411345366,0.7339256525015129,0.2660743474984871,0.2349249860901792,0.08646667124045937,0.06829832947968888,0.05402310925816818,0.14455828817511174,0.058739389092299366,0.005620832857449108,-0.02146136181935114,0.029854448733505227,0.6354975271012068
1,1,43,0.08,0.2,0.28,0.2857142857142857,0.7142857142857143,0.0013638605600934106,-0.0004554844903319255,0.0009835113361205683,0.0017598580054440037,0.0015773798844746535,0.0019670226722411366,0.00879929002722002,-0.006832267354978883,0.18270161076963556,0.8172983892303645,0.06819302800467053,0.2867126239248563,0.049175566806028415,0.08799290027220019,0.03803492239728423,0.2551598335535199,0.0,-0.004669590690550285,-0.04880190967842059,0.5253021056714248
0,1,9,0.76,0.32,1.08,0.7037037037037037,0.2962962962962963,0.002573877976776884,0.0002266349072774358,0.0006556206265775063,0.0003106069980956805,0.0006549743963970519,0.01245679190497262,0.002484855984765444,0.009971935920207176,0.8336959883473064,0.16630401165269362,0.1286938988388442,0.03556878635525562,0.03278103132887531,0.015530349904784024,0.08027299666444887,0.008358601552488354,0.002022669695748528,-0.007306787771260703,0.018466548000383658,0.0648164563880337
1,0,12,0.28,0.12,0.4,0.7,0.3,0.0007813866444446038,4.3614548147659823e-05,0.00038650875510945086,0.0006837810211837528,0.0004709957822528531,0.002705561285766156,0.0020513430635512586,0.0006542182222148973,0.5687651226694072,0.4312348773305928,0.03906933222223019,0.051038613797121934,0.019325437755472543,0.034189051059187646,0.051038613797121934,-0.03906933222223019,0.005291485079611062,-0.04505397300967606,0.0032710911110744867,0.08202419351666493
1,1,10,0.4,0.8,1.2,0.3333333333333333,0.6666666666666666,0.0008953842443149007,-6.562360674509234e-05,0.0003826732269451294,0.00041773805674313327,0.0003448713789384476,0.003826732269451294,0.008354761134862665,-0.004528028865411371,0.3141431138563104,0.6858568861436897,0.044769212215745036,0.06278614133613525,0.01913366134725647,0.020886902837156662,0.05888756582704824,0.05979089075353605,0.004202849450378003,-0.010959108662515482,-0.0075467147756856185,0.19689310841071545
1,1,70,0.48,0.8,1.28,0.375,0.625,0.003909909397947997,-0.00014304521439786332,0.0013588999174729,0.0011729529864783982,0.0013350509888201325,0.0163067990096748,0.023459059729567966,-0.0071522607198931665,0.4100703348720219,0.5899296651279781,0.19549546989739985,0.19131921322655399,0.067944995873645,0.058647649323919915,0.18570214676418284,0.1785475670207648,0.007331630833658566,-0.010991862945984865,-0.011175407374833073,0.21884839071900108
0,0,8,0.08,1.52,1.6,0.05,0.95,0.0015721450621292155,-0.0008594203125299716,0.0008247248310790933,0.0012194554187820188,0.0010253773343499436,0.0016494496621581867,0.04633930591371671,-0.044689856251558524,0.03437158647613285,0.9656284135238672,0.07860725310646077,0.15250154836241592,0.04123624155395467,0.06097277093910094,0.08184615803865647,0.1489518907358267,0.009139883146703946,-0.005535862504244859,-0.055862320314448155,0.14762790433943138
1,1,22,0.56,0.36,0.92,0.6086956521739131,0.391304347826087,0.008299643240009424,-0.00019620966719575308,0.002061809810294365,0.004210109115013972,0.003365599048800868,0.02886533734412111,0.03789098203512575,-0.009025644691004642,0.43239857458490644,0.5676014254150935,0.4149821620004712,0.8449850174686024,0.10309049051471826,0.21050545575069862,0.2808568734154415,0.4941238406820203,0.010703285039984849,-0.04511706429229255,-0.01962096671957531,0.45912562891901687
0,0,54,1.4,0.8,2.2,0.6363636363636364,0.36363636363636365,0.0015452978674661555,9.780706503467812e-05,0.000530396193835192,0.0005467457855763413,0.0006205331196253285,0.01856386678423172,0.010934915711526827,0.007628951072704893,0.6293095922484566,0.3706904077515434,0.07726489337330777,0.12515793597820957,0.0265198096917596,0.027337289278817067,0.12515793597820957,0.042222006485020946,0.00372545028431903,-0.011092583474255902,0.006935410066095357,0.18630946515878036
0,1,13,0.16,0.4,0.56,0.2857142857142857,0.7142857142857143,0.0009366367791722174,-7.896307920667141e-05,0.0006840648320470544,0.0005815819417248402,0.0004430442907823121,0.0027362593281882175,0.005815819417248402,-0.003079560089060185,0.3199525413219894,0.6800474586780106,0.04683183895861087,0.07588964909531759,0.03420324160235272,0.02907909708624201,0.07005862994395318,0.06362140699758267,0.005039587805519274,-0.014110845855453968,-0.01099842888950066,0.04924391881597501
